work	year	book	chapter	unigram_perplexity_orig	bigram_perplexity_orig	mdl_over_dl_orig	wc_orig	type_token_ratio_orig	unigram_perplexity_norm	bigram_perplexity_norm	mdl_over_dl_norm	wc_norm	type_token_ratio_norm
Müncheni kódex, 1466	1466	Mt	15	232.66548124868004	2.2577320733186497	0.5212933753943217	557	0.651705565529623	174.0222490948136	2.9550200347549347	0.4634888438133874	584	0.5582191780821918
Müncheni kódex, 1466	1466	Mt	16	201.76398770669252	1.9858436810488418	0.5404699738903395	447	0.6353467561521253	165.7870187985206	2.4411140055999905	0.4649423496416329	468	0.5598290598290598
Müncheni kódex, 1466	1466	Mt	17	222.94338449158965	1.7193338032751857	0.5596650383810189	422	0.7109004739336493	161.66197505714393	2.4745210415092367	0.49831195138419987	459	0.5882352941176471
Müncheni kódex, 1466	1466	Mt	18	239.3922404212367	2.199268089755525	0.5034602076124568	606	0.594059405940594	192.95950209839566	2.5206804566482397	0.4294272705487659	610	0.5081967213114754
Müncheni kódex, 1466	1466	Mt	19	222.30613691702172	1.9414434493665715	0.5577348940208795	478	0.6464435146443515	174.26155989457297	2.429490284144779	0.4721718088324259	487	0.5585215605749486
Müncheni kódex, 1466	1466	Mt	20	212.3230770004039	2.201425804626929	0.514336917562724	522	0.5996168582375478	177.2148800958986	2.586560348683795	0.4699292452830189	515	0.545631067961165
Müncheni kódex, 1466	1466	Mt	21	280.181542597908	2.512002978172127	0.5012877115526122	802	0.5960099750623441	198.17533349527778	3.327590994536325	0.44351240406924863	826	0.4963680387409201
Müncheni kódex, 1466	1466	Mt	22	246.09716416998359	2.1502563279955114	0.5294571649086699	579	0.6493955094991365	186.14392606161866	2.7680473732088053	0.4729233031119824	594	0.5521885521885522
Müncheni kódex, 1466	1466	Mt	23	213.74632616690187	2.2902127528513714	0.4873179896665101	595	0.5798319327731093	159.22118381559588	2.7550077213516677	0.4277286135693215	620	0.5032258064516129
Müncheni kódex, 1466	1466	Mt	24	263.704703278731	2.4297227253013025	0.5114105629211041	706	0.6005665722379604	200.46895784724867	3.160465292255336	0.45835916511675967	730	0.510958904109589
Müncheni kódex, 1466	1466	Mt	25	239.09346478336954	2.5284898681606705	0.46709129511677283	725	0.5379310344827586	183.82337026323822	3.002255592412353	0.4087880049979175	747	0.4404283801874163
Müncheni kódex, 1466	1466	Mt	26	338.9445681718425	2.88460808470899	0.49004248539564527	1161	0.5348837209302325	262.16558712447244	3.5156951972592236	0.43246339910884785	1175	0.47404255319148936
Müncheni kódex, 1466	1466	Mt	27	321.6447493989262	2.7614307135470266	0.49802731411229134	1000	0.571	246.1448419710809	3.366735857100824	0.44411807901307093	1003	0.5014955134596212
Müncheni kódex, 1466	1466	Mt	28	163.03133479070573	1.7356306250685924	0.5820525532969757	297	0.7104377104377104	120.86159119513425	2.328070523595111	0.4981114258734655	311	0.5980707395498392
Müncheni kódex, 1466	1466	Mk	1	254.01294143991686	1.8382223653477443	0.523083099156965	707	0.6492220650636492	180.6812111431803	2.597108015855134	0.46338628438589696	732	0.5614754098360656
Müncheni kódex, 1466	1466	Mk	2	196.12521449939322	2.25902289317778	0.5220610922554767	502	0.6095617529880478	149.98667945960239	2.848617650299076	0.45395127748068925	520	0.5307692307692308
Müncheni kódex, 1466	1466	Mk	3	194.8055362384376	2.205733285353061	0.5450296042380804	464	0.646551724137931	140.80075986496107	3.135458774981397	0.4891271056661562	482	0.5684647302904564
Müncheni kódex, 1466	1466	Mk	4	225.1783731793377	2.381412901512253	0.5045555281950258	609	0.6042692939244664	145.51314234981635	3.5893081862583367	0.43206326383896476	647	0.4884080370942813
Müncheni kódex, 1466	1466	Mk	5	220.4138229624355	2.668755612166588	0.5090185055048021	639	0.593114241001565	147.24395263084392	3.9625545578830517	0.4501378676470588	679	0.48748159057437407
Müncheni kódex, 1466	1466	Mk	6	285.85968966503884	2.6337575902878076	0.5010036801605888	888	0.581081081081081	185.92293443292237	3.7953197257859883	0.44032047089601045	920	0.4923913043478261
Müncheni kódex, 1466	1466	Mk	7	234.87915123599902	2.1792743283551923	0.5279471544715447	558	0.6451612903225806	176.85456785283534	2.751837120267722	0.46105996516546405	561	0.5561497326203209
Müncheni kódex, 1466	1466	Mk	8	238.84168904121364	2.236306113210355	0.5210788164440953	568	0.6373239436619719	174.84093249713814	3.0221054356084887	0.46756894790602654	586	0.552901023890785
Müncheni kódex, 1466	1466	Mk	9	302.89182229121855	2.450905664058769	0.49990884229717414	834	0.5887290167865707	232.82148362341798	2.942624788820483	0.4381593306656966	825	0.5163636363636364
Müncheni kódex, 1466	1466	Mk	10	294.6286119281246	2.3981932597235174	0.49152233363719233	819	0.5946275946275946	211.8763446777303	3.171954150007537	0.4394232459996483	833	0.5150060024009604
Müncheni kódex, 1466	1466	Mk	11	213.4123239876256	2.2339103875905986	0.5109427609427609	543	0.6132596685082873	157.9540683929708	2.698178944706442	0.4508465319497542	538	0.5223048327137546
Müncheni kódex, 1466	1466	Mk	12	299.91403753665963	2.2668880069585886	0.5117934119560797	724	0.6298342541436464	208.23704075184	3.2207950314517846	0.4503995322549211	753	0.5272244355909694
Müncheni kódex, 1466	1466	Mk	13	246.37330949108622	2.0918837021622174	0.5360484314804623	539	0.6679035250463822	178.5942304732439	2.9034012210812663	0.481139541018201	556	0.5737410071942446
Müncheni kódex, 1466	1466	Mk	14	344.139678333093	2.8659758030864064	0.4892546245919478	1126	0.5541740674955595	232.85629727514845	3.800185312600623	0.43596189468113256	1148	0.4764808362369338
Müncheni kódex, 1466	1466	Mk	15	222.91569354153123	2.654264766765966	0.5131313131313131	671	0.5931445603576752	166.94756989577397	3.3316532623653012	0.45911395195062815	682	0.5190615835777126
Müncheni kódex, 1466	1466	Mk	16	163.330099634663	1.688120015893612	0.5907046476761619	290	0.7379310344827587	126.92828893481419	2.1135830086240266	0.5178833904948554	291	0.6529209621993127
Müncheni kódex, 1466	1466	Lk	1	342.7960803110387	2.676416308516765	0.5053176200057488	993	0.6153071500503524	241.65480472508443	3.644161859416462	0.4406306683410074	1026	0.5165692007797271
Müncheni kódex, 1466	1466	Lk	2	273.7383594877474	2.4388394460288128	0.5087753134040501	728	0.6277472527472527	189.6066199551118	3.423921062997859	0.45100972326103217	766	0.5313315926892951
Müncheni kódex, 1466	1466	Lk	3	170.79811303144456	2.2485031651024494	0.5231259968102073	608	0.5789473684210527	137.28041195656277	2.650466455620635	0.4381044487427466	615	0.5235772357723577
Müncheni kódex, 1466	1466	Lk	4	270.3432206824417	2.314104254309805	0.5193150970975151	690	0.6202898550724638	189.7686179325816	3.2623752948467133	0.4522500509061291	708	0.53954802259887
Müncheni kódex, 1466	1466	Lk	5	258.84559789089553	2.402638808796069	0.5156423341468827	680	0.6205882352941177	187.2269013785525	3.2586516692680956	0.4647311827956989	708	0.5437853107344632
